Tutor Name, Course Name, Timeslot
Tutor 396,Statistics (Year 2) - Lab,70
Tutor 396,Statistics (Year 2) - Lab,71
Tutor 396,Statistics (Year 2) - Lab,72
Tutor 396,Statistics (Year 2) - Lab,73
Tutor 396,Statistics (Year 2) - Lab,81
Tutor 396,Statistics (Year 2) - Lab,82
Tutor 403,Computing and Numerics,85
Tutor 403,Computing and Numerics,86
Tutor 403,Computing and Numerics,87
Tutor 403,Computing and Numerics,88
Tutor 403,Fundamentals of Pure Mathematics,62
Tutor 403,Fundamentals of Pure Mathematics,63
Tutor 403,Fundamentals of Pure Mathematics,64
Tutor 403,Fundamentals of Pure Mathematics,65
Tutor 403,Honours Complex Variables - Skills,43
Tutor 403,Honours Complex Variables - Skills,44
Tutor 403,Honours Complex Variables - Skills,45
Tutor 403,Honours Complex Variables - Skills,46
Tutor 403,Integer and Combinatorial Optimization,47
Tutor 403,Integer and Combinatorial Optimization,48
Tutor 403,Statistics (Year 2),70
Tutor 403,Statistics (Year 2),71
Tutor 403,Statistics (Year 2),81
Tutor 403,Statistics (Year 2),82
Tutor 411,Computing and Numerics,85
Tutor 411,Computing and Numerics,86
Tutor 411,Computing and Numerics,87
Tutor 411,Computing and Numerics,88
Tutor 411,Incomplete Data Analysis,74
Tutor 411,Incomplete Data Analysis,75
Tutor 411,Large Scale Optimization for Data Science,70
Tutor 411,Large Scale Optimization for Data Science,71
Tutor 279,Incomplete Data Analysis,74
Tutor 279,Incomplete Data Analysis,75
Tutor 279,Machine Learning in Python,32
Tutor 279,Machine Learning in Python,33
Tutor 279,Machine Learning in Python,34
Tutor 279,Machine Learning in Python,35
Tutor 279,Numerical Ordinary Differential Equations and Applications,15
Tutor 279,Numerical Ordinary Differential Equations and Applications,16
Tutor 279,Numerical Ordinary Differential Equations and Applications,17
Tutor 279,Numerical Ordinary Differential Equations and Applications,18
Tutor 279,Time Series,47
Tutor 279,Time Series,48
Tutor 279,Time Series,49
Tutor 279,Time Series,50
Tutor 371,Applied Statistics,87
Tutor 371,Applied Statistics,88
Tutor 371,Financial Mathematics,81
Tutor 371,Financial Mathematics,82
Tutor 371,Financial Mathematics,85
Tutor 371,Financial Mathematics,86
Tutor 371,Risk and Logistics,83
Tutor 371,Risk and Logistics,84
Tutor 397,Honours Algbra- Skills,30
Tutor 397,Honours Algbra- Skills,31
Tutor 397,Honours Algbra- Skills,32
Tutor 397,Honours Algbra- Skills,33
Tutor 397,Honours Algbra- Skills,87
Tutor 397,Honours Algbra- Skills,88
Tutor 397,Honours Algbra- Skills,89
Tutor 397,Honours Algbra- Skills,90
Tutor 397,Machine Learning in Python,39
Tutor 397,Machine Learning in Python,40
Tutor 397,Machine Learning in Python,41
Tutor 397,Machine Learning in Python,42
Tutor 397,Stochastic Control and Dynamic Asset Allocation,36
Tutor 397,Stochastic Control and Dynamic Asset Allocation,37
Tutor 59,Fundamentals of Pure Mathematics,62
Tutor 59,Fundamentals of Pure Mathematics,63
Tutor 59,Fundamentals of Pure Mathematics,64
Tutor 59,Fundamentals of Pure Mathematics,65
Tutor 59,Honours Algbra- Skills,30
Tutor 59,Honours Algbra- Skills,31
Tutor 59,Honours Algbra- Skills,32
Tutor 59,Honours Algbra- Skills,33
Tutor 59,Honours Algbra- Skills,87
Tutor 59,Honours Algbra- Skills,88
Tutor 59,Honours Algbra- Skills,89
Tutor 59,Honours Algbra- Skills,90
Tutor 59,Machine Learning in Python,39
Tutor 59,Machine Learning in Python,40
Tutor 59,Statistics (Year 2) - Lab,70
Tutor 59,Statistics (Year 2) - Lab,71
Tutor 59,Statistics (Year 2) - Lab,72
Tutor 59,Statistics (Year 2) - Lab,73
Tutor 63,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 63,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 63,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 63,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 63,Honours Algbra- Skills,30
Tutor 63,Honours Algbra- Skills,31
Tutor 63,Honours Algbra- Skills,32
Tutor 63,Honours Algbra- Skills,33
Tutor 63,Honours Complex Variables - Skills,43
Tutor 63,Honours Complex Variables - Skills,44
Tutor 63,Honours Complex Variables - Skills,45
Tutor 63,Honours Complex Variables - Skills,46
Tutor 63,Proofs & Problem Solving,1
Tutor 63,Proofs & Problem Solving,2
Tutor 63,Proofs & Problem Solving,3
Tutor 63,Proofs & Problem Solving,4
Tutor 63,Proofs & Problem Solving,5
Tutor 63,Proofs & Problem Solving,6
Tutor 179,Calculus & its Applications ,20
Tutor 179,Calculus & its Applications ,21
Tutor 179,Calculus & its Applications ,22
Tutor 179,Calculus & its Applications ,23
Tutor 179,Calculus & its Applications ,24
Tutor 179,Calculus & its Applications ,25
Tutor 179,Computing and Numerics,85
Tutor 179,Computing and Numerics,86
Tutor 179,Computing and Numerics,87
Tutor 179,Computing and Numerics,88
Tutor 179,Honours Complex Variables,7
Tutor 179,Honours Complex Variables,8
Tutor 179,Proofs & Problem Solving,1
Tutor 179,Proofs & Problem Solving,2
Tutor 179,Proofs & Problem Solving,3
Tutor 352,Honours Algbra- Skills,30
Tutor 352,Honours Algbra- Skills,31
Tutor 352,Honours Algbra- Skills,32
Tutor 352,Honours Algbra- Skills,33
Tutor 352,Honours Algbra- Skills,87
Tutor 352,Honours Algbra- Skills,88
Tutor 352,Honours Algbra- Skills,89
Tutor 352,Honours Algbra- Skills,90
Tutor 352,Honours Complex Variables,7
Tutor 352,Honours Complex Variables,8
Tutor 352,Honours Complex Variables,9
Tutor 352,Honours Complex Variables,10
Tutor 352,Machine Learning in Python,41
Tutor 352,Machine Learning in Python,42
Tutor 352,Statistics (Year 2) - Lab,70
Tutor 352,Statistics (Year 2) - Lab,71
Tutor 352,Statistics (Year 2) - Lab,72
Tutor 352,Statistics (Year 2) - Lab,73
Tutor 372,Functional Analysis,32
Tutor 372,Functional Analysis,33
Tutor 372,Integer and Combinatorial Optimization,47
Tutor 372,Integer and Combinatorial Optimization,48
Tutor 372,Machine Learning in Python,34
Tutor 372,Machine Learning in Python,35
Tutor 372,Maths in Action A,28
Tutor 372,Maths in Action A,29
Tutor 372,Maths in Action A,30
Tutor 372,Maths in Action A,31
Tutor 240,Geometry of General Relativity,83
Tutor 240,Geometry of General Relativity,84
Tutor 240,Honours Algbra- Skills,87
Tutor 240,Honours Algbra- Skills,88
Tutor 240,Honours Algbra- Skills,89
Tutor 240,Honours Algbra- Skills,90
Tutor 240,Honours Algebra,66
Tutor 240,Honours Algebra,67
Tutor 240,Honours Algebra,72
Tutor 240,Honours Algebra,73
Tutor 240,Interactions in Algebra Geometry and Topology,68
Tutor 240,Interactions in Algebra Geometry and Topology,69
Tutor 240,Risk-Neutral Asset Pricing,77
Tutor 240,Risk-Neutral Asset Pricing,78
Tutor 190,Honours Complex Variables,9
Tutor 190,Honours Complex Variables,10
Tutor 190,Incomplete Data Analysis,74
Tutor 190,Incomplete Data Analysis,75
Tutor 190,Multivariate Data Analysis,89
Tutor 190,Multivariate Data Analysis,90
Tutor 217,Financial Mathematics,81
Tutor 217,Financial Mathematics,82
Tutor 217,Financial Mathematics,83
Tutor 217,Financial Mathematics,84
Tutor 217,Financial Mathematics,85
Tutor 217,Financial Mathematics,86
Tutor 217,Galois Theory,28
Tutor 217,Galois Theory,29
Tutor 217,Honours Algbra- Skills,30
Tutor 217,Honours Algbra- Skills,31
Tutor 217,Honours Algbra- Skills,32
Tutor 217,Honours Algbra- Skills,33
Tutor 217,Honours Algbra- Skills,87
Tutor 217,Honours Algbra- Skills,88
Tutor 217,Honours Algbra- Skills,89
Tutor 217,Honours Algbra- Skills,90
Tutor 217,Statistics (Year 2) - Lab,72
Tutor 217,Statistics (Year 2) - Lab,73
Tutor 400,Calculus & its Applications ,20
Tutor 400,Calculus & its Applications ,21
Tutor 400,Calculus & its Applications ,22
Tutor 400,Calculus & its Applications ,23
Tutor 400,Calculus & its Applications ,24
Tutor 400,Calculus & its Applications ,25
Tutor 400,Calculus & its Applications ,26
Tutor 400,Calculus & its Applications ,27
Tutor 400,Calculus & its Applications ,28
Tutor 400,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 400,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 400,Honours Algbra- Skills,30
Tutor 400,Honours Algbra- Skills,31
Tutor 400,Honours Algbra- Skills,32
Tutor 400,Honours Algbra- Skills,33
Tutor 400,Incomplete Data Analysis,74
Tutor 400,Incomplete Data Analysis,75
Tutor 321,Data Assimilation,72
Tutor 321,Data Assimilation,73
Tutor 321,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 321,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 321,Honours Complex Variables - Skills,43
Tutor 321,Honours Complex Variables - Skills,44
Tutor 321,Honours Complex Variables - Skills,45
Tutor 321,Honours Complex Variables - Skills,46
Tutor 321,Optimization Methods in Finance,24
Tutor 321,Optimization Methods in Finance,25
Tutor 321,Optimization Methods in Finance,26
Tutor 321,Optimization Methods in Finance,27
Tutor 321,Statistics (Year 2) - Lab,70
Tutor 321,Statistics (Year 2) - Lab,71
Tutor 321,Statistics (Year 2) - Lab,81
Tutor 321,Statistics (Year 2) - Lab,82
Tutor 273,Incomplete Data Analysis,74
Tutor 273,Incomplete Data Analysis,75
Tutor 273,Numerical Ordinary Differential Equations and Applications,15
Tutor 273,Numerical Ordinary Differential Equations and Applications,16
Tutor 273,Numerical Ordinary Differential Equations and Applications,17
Tutor 273,Numerical Ordinary Differential Equations and Applications,18
Tutor 273,Risk-Neutral Asset Pricing,77
Tutor 273,Risk-Neutral Asset Pricing,78
Tutor 145,Data Assimilation,72
Tutor 145,Data Assimilation,73
Tutor 145,Fundamentals of Pure Mathematics,64
Tutor 145,Fundamentals of Pure Mathematics,65
Tutor 145,Honours Algbra- Skills,30
Tutor 145,Honours Algbra- Skills,31
Tutor 145,Honours Algbra- Skills,32
Tutor 145,Honours Algbra- Skills,33
Tutor 145,Honours Algbra- Skills,87
Tutor 145,Honours Algbra- Skills,88
Tutor 145,Honours Algbra- Skills,89
Tutor 145,Honours Algbra- Skills,90
Tutor 145,Optimization Methods in Finance,24
Tutor 145,Optimization Methods in Finance,25
Tutor 145,Optimization Methods in Finance,26
Tutor 145,Optimization Methods in Finance,27
Tutor 207,Proofs & Problem Solving,1
Tutor 207,Proofs & Problem Solving,2
Tutor 207,Proofs & Problem Solving,3
Tutor 207,Proofs & Problem Solving,4
Tutor 207,Proofs & Problem Solving,5
Tutor 207,Proofs & Problem Solving,6
Tutor 207,Proofs & Problem Solving,11
Tutor 207,Proofs & Problem Solving,12
Tutor 207,Proofs & Problem Solving,13
Tutor 207,Proofs & Problem Solving,14
Tutor 207,Proofs & Problem Solving,15
Tutor 207,Proofs & Problem Solving,16
Tutor 373,Computing and Numerics,77
Tutor 373,Computing and Numerics,78
Tutor 373,Computing and Numerics,79
Tutor 373,Computing and Numerics,80
Tutor 373,Honours Algbra- Skills,30
Tutor 373,Honours Algbra- Skills,31
Tutor 373,Honours Algbra- Skills,32
Tutor 373,Honours Algbra- Skills,33
Tutor 373,Honours Algbra- Skills,87
Tutor 373,Honours Algbra- Skills,88
Tutor 373,Honours Algbra- Skills,89
Tutor 373,Honours Algbra- Skills,90
Tutor 373,Introduction to Number Theory,72
Tutor 373,Introduction to Number Theory,73
Tutor 23,Fundamentals of Pure Mathematics,64
Tutor 23,Fundamentals of Pure Mathematics,65
Tutor 23,Honours Complex Variables - Skills,30
Tutor 23,Honours Complex Variables - Skills,31
Tutor 23,Honours Complex Variables - Skills,32
Tutor 23,Honours Complex Variables - Skills,33
Tutor 23,Honours Complex Variables - Skills,43
Tutor 23,Honours Complex Variables - Skills,44
Tutor 23,Honours Complex Variables - Skills,45
Tutor 23,Honours Complex Variables - Skills,46
Tutor 23,Incomplete Data Analysis,74
Tutor 23,Incomplete Data Analysis,75
Tutor 23,Introduction to Number Theory,72
Tutor 23,Introduction to Number Theory,73
Tutor 23,Statistical Research Skills,62
Tutor 23,Statistical Research Skills,63
Tutor 305,Fundamentals of Pure Mathematics,64
Tutor 305,Fundamentals of Pure Mathematics,65
Tutor 305,Honours Complex Variables - Skills,30
Tutor 305,Honours Complex Variables - Skills,31
Tutor 305,Honours Complex Variables - Skills,32
Tutor 305,Honours Complex Variables - Skills,33
Tutor 305,Honours Complex Variables - Skills,43
Tutor 305,Honours Complex Variables - Skills,44
Tutor 305,Honours Complex Variables - Skills,45
Tutor 305,Honours Complex Variables - Skills,46
Tutor 305,Introduction to Number Theory,72
Tutor 305,Introduction to Number Theory,73
Tutor 305,Statistical Research Skills,62
Tutor 305,Statistical Research Skills,63
Tutor 237,Classical Mechanics for Mathematicians,62
Tutor 237,Classical Mechanics for Mathematicians,63
Tutor 237,Honours Complex Variables - Skills,30
Tutor 237,Honours Complex Variables - Skills,31
Tutor 237,Honours Complex Variables - Skills,32
Tutor 237,Honours Complex Variables - Skills,33
Tutor 237,Multivariate Data Analysis,79
Tutor 237,Multivariate Data Analysis,80
Tutor 237,Numerical Ordinary Differential Equations and Applications,15
Tutor 237,Numerical Ordinary Differential Equations and Applications,16
Tutor 237,Optimization Methods in Finance,24
Tutor 237,Optimization Methods in Finance,25
Tutor 237,Optimization Methods in Finance,26
Tutor 237,Optimization Methods in Finance,27
Tutor 311,Bayesian Data Analysis,85
Tutor 311,Bayesian Data Analysis,86
Tutor 311,Bayesian Data Analysis,87
Tutor 311,Bayesian Data Analysis,88
Tutor 311,Calculus & its Applications ,20
Tutor 311,Calculus & its Applications ,21
Tutor 311,Calculus & its Applications ,22
Tutor 193,Applied Statistics,87
Tutor 193,Applied Statistics,88
Tutor 193,Financial Mathematics,85
Tutor 193,Financial Mathematics,86
Tutor 193,Risk and Logistics,83
Tutor 193,Risk and Logistics,84
Tutor 338,Fundamentals of Pure Mathematics,64
Tutor 338,Fundamentals of Pure Mathematics,65
Tutor 338,Honours Complex Variables - Skills,30
Tutor 338,Honours Complex Variables - Skills,31
Tutor 338,Honours Complex Variables - Skills,32
Tutor 338,Honours Complex Variables - Skills,33
Tutor 338,Honours Complex Variables - Skills,43
Tutor 338,Honours Complex Variables - Skills,44
Tutor 338,Honours Complex Variables - Skills,45
Tutor 338,Honours Complex Variables - Skills,46
Tutor 338,Introduction to Number Theory,72
Tutor 338,Introduction to Number Theory,73
Tutor 338,Multivariate Data Analysis,89
Tutor 338,Multivariate Data Analysis,90
Tutor 338,Statistical Research Skills,62
Tutor 338,Statistical Research Skills,63
Tutor 93,Applied Statistics,87
Tutor 93,Applied Statistics,88
Tutor 93,Functional Analysis,32
Tutor 93,Functional Analysis,33
Tutor 93,Maths in Action A,28
Tutor 93,Maths in Action A,29
Tutor 93,Maths in Action A,30
Tutor 93,Maths in Action A,31
Tutor 93,Multivariate Data Analysis,89
Tutor 93,Multivariate Data Analysis,90
Tutor 93,Risk and Logistics,83
Tutor 93,Risk and Logistics,84
Tutor 65,Honours Complex Variables - Skills,30
Tutor 65,Honours Complex Variables - Skills,31
Tutor 65,Honours Complex Variables - Skills,32
Tutor 65,Honours Complex Variables - Skills,33
Tutor 65,Honours Complex Variables - Skills,43
Tutor 65,Honours Complex Variables - Skills,44
Tutor 65,Honours Complex Variables - Skills,45
Tutor 65,Honours Complex Variables - Skills,46
Tutor 65,Introduction to Number Theory,72
Tutor 65,Introduction to Number Theory,73
Tutor 65,Optimization Methods in Finance,24
Tutor 65,Optimization Methods in Finance,25
Tutor 65,Optimization Methods in Finance,26
Tutor 65,Optimization Methods in Finance,27
Tutor 65,Simulation,58
Tutor 65,Simulation,59
Tutor 65,Statistical Research Skills,62
Tutor 65,Statistical Research Skills,63
Tutor 106,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 106,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 106,Honours Complex Variables - Skills,30
Tutor 106,Honours Complex Variables - Skills,31
Tutor 106,Honours Complex Variables - Skills,32
Tutor 106,Honours Complex Variables - Skills,33
Tutor 106,Honours Complex Variables - Skills,43
Tutor 106,Honours Complex Variables - Skills,44
Tutor 106,Honours Complex Variables - Skills,45
Tutor 106,Honours Complex Variables - Skills,46
Tutor 106,Introduction to Number Theory,72
Tutor 106,Introduction to Number Theory,73
Tutor 106,Optimization Methods in Finance,24
Tutor 106,Optimization Methods in Finance,25
Tutor 106,Optimization Methods in Finance,26
Tutor 106,Optimization Methods in Finance,27
Tutor 106,Statistical Research Skills,62
Tutor 106,Statistical Research Skills,63
Tutor 265,Honours Complex Variables - Skills,30
Tutor 265,Honours Complex Variables - Skills,31
Tutor 265,Honours Complex Variables - Skills,32
Tutor 265,Honours Complex Variables - Skills,33
Tutor 265,Proofs & Problem Solving,1
Tutor 265,Proofs & Problem Solving,2
Tutor 265,Proofs & Problem Solving,3
Tutor 265,Proofs & Problem Solving,4
Tutor 265,Proofs & Problem Solving,5
Tutor 265,Proofs & Problem Solving,6
Tutor 265,Proofs & Problem Solving,11
Tutor 265,Proofs & Problem Solving,12
Tutor 265,Proofs & Problem Solving,13
Tutor 265,Proofs & Problem Solving,14
Tutor 265,Proofs & Problem Solving,15
Tutor 265,Proofs & Problem Solving,16
Tutor 265,Statistical Research Skills,62
Tutor 265,Statistical Research Skills,63
Tutor 126,Introduction to Number Theory,72
Tutor 126,Introduction to Number Theory,73
Tutor 126,Proofs & Problem Solving,4
Tutor 126,Proofs & Problem Solving,5
Tutor 126,Proofs & Problem Solving,6
Tutor 126,Proofs & Problem Solving,11
Tutor 126,Proofs & Problem Solving,12
Tutor 126,Proofs & Problem Solving,13
Tutor 126,Proofs & Problem Solving,14
Tutor 126,Proofs & Problem Solving,15
Tutor 126,Proofs & Problem Solving,16
Tutor 126,Statistical Research Skills,62
Tutor 126,Statistical Research Skills,63
Tutor 126,Statistics (Year 2) - Lab,70
Tutor 126,Statistics (Year 2) - Lab,71
Tutor 126,Statistics (Year 2) - Lab,81
Tutor 126,Statistics (Year 2) - Lab,82
Tutor 408,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 408,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 408,Honours Complex Variables - Skills,30
Tutor 408,Honours Complex Variables - Skills,31
Tutor 408,Honours Complex Variables - Skills,32
Tutor 408,Honours Complex Variables - Skills,33
Tutor 408,Proofs & Problem Solving,4
Tutor 408,Proofs & Problem Solving,5
Tutor 408,Proofs & Problem Solving,6
Tutor 408,Statistical Computing,39
Tutor 408,Statistical Computing,40
Tutor 408,Statistical Computing,41
Tutor 408,Statistical Computing,42
Tutor 415,Honours Complex Variables - Skills,30
Tutor 415,Honours Complex Variables - Skills,31
Tutor 415,Honours Complex Variables - Skills,32
Tutor 415,Honours Complex Variables - Skills,33
Tutor 415,Honours Complex Variables - Skills,43
Tutor 415,Honours Complex Variables - Skills,44
Tutor 415,Honours Complex Variables - Skills,45
Tutor 415,Honours Complex Variables - Skills,46
Tutor 415,Introduction to Number Theory,72
Tutor 415,Introduction to Number Theory,73
Tutor 415,Linear Programming Modelling and Solution,62
Tutor 415,Linear Programming Modelling and Solution,63
Tutor 415,Statistics (Year 2),70
Tutor 415,Statistics (Year 2),71
Tutor 415,Statistics (Year 2),81
Tutor 415,Statistics (Year 2),82
Tutor 216,Interactions in Algebra Geometry and Topology,68
Tutor 216,Interactions in Algebra Geometry and Topology,69
Tutor 216,Introduction to Number Theory,72
Tutor 216,Introduction to Number Theory,73
Tutor 216,Linear Programming Modelling and Solution,62
Tutor 216,Linear Programming Modelling and Solution,63
Tutor 216,Proofs & Problem Solving,4
Tutor 216,Proofs & Problem Solving,5
Tutor 216,Proofs & Problem Solving,6
Tutor 216,Proofs & Problem Solving,11
Tutor 216,Proofs & Problem Solving,12
Tutor 216,Proofs & Problem Solving,13
Tutor 216,Proofs & Problem Solving,14
Tutor 216,Proofs & Problem Solving,15
Tutor 216,Proofs & Problem Solving,16
Tutor 216,Statistics (Year 2),81
Tutor 216,Statistics (Year 2),82
Tutor 102,Calculus & its Applications ,26
Tutor 102,Calculus & its Applications ,27
Tutor 102,Calculus & its Applications ,28
Tutor 102,Honours Complex Variables - Skills,30
Tutor 102,Honours Complex Variables - Skills,31
Tutor 102,Honours Complex Variables - Skills,32
Tutor 102,Honours Complex Variables - Skills,33
Tutor 328,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 328,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 328,Introduction to Number Theory,72
Tutor 328,Introduction to Number Theory,73
Tutor 328,Linear Programming Modelling and Solution,62
Tutor 328,Linear Programming Modelling and Solution,63
Tutor 328,Proofs & Problem Solving,4
Tutor 328,Proofs & Problem Solving,5
Tutor 328,Proofs & Problem Solving,6
Tutor 328,Proofs & Problem Solving,11
Tutor 328,Proofs & Problem Solving,12
Tutor 328,Proofs & Problem Solving,13
Tutor 328,Proofs & Problem Solving,14
Tutor 328,Proofs & Problem Solving,15
Tutor 328,Proofs & Problem Solving,16
Tutor 328,Statistics (Year 2),70
Tutor 328,Statistics (Year 2),71
Tutor 150,Calculus & its Applications ,20
Tutor 150,Calculus & its Applications ,21
Tutor 150,Calculus & its Applications ,22
Tutor 150,Calculus & its Applications ,23
Tutor 150,Calculus & its Applications ,24
Tutor 150,Calculus & its Applications ,25
Tutor 150,Calculus & its Applications ,29
Tutor 150,Calculus & its Applications ,30
Tutor 150,Calculus & its Applications ,31
Tutor 75,Introduction to Number Theory,72
Tutor 75,Introduction to Number Theory,73
Tutor 75,Linear Programming Modelling and Solution,62
Tutor 75,Linear Programming Modelling and Solution,63
Tutor 75,Maths in Action A,28
Tutor 75,Maths in Action A,29
Tutor 75,Maths in Action A,30
Tutor 75,Maths in Action A,31
Tutor 75,Statistical Computing,39
Tutor 75,Statistical Computing,40
Tutor 75,Statistical Computing,41
Tutor 75,Statistical Computing,42
Tutor 75,Statistics (Year 2) - Lab,70
Tutor 75,Statistics (Year 2) - Lab,71
Tutor 392,Introduction to Number Theory,72
Tutor 392,Introduction to Number Theory,73
Tutor 392,Linear Programming Modelling and Solution,62
Tutor 392,Linear Programming Modelling and Solution,63
Tutor 392,Maths in Action A,28
Tutor 392,Maths in Action A,29
Tutor 392,Maths in Action A,30
Tutor 392,Maths in Action A,31
Tutor 392,Proofs & Problem Solving,14
Tutor 392,Proofs & Problem Solving,15
Tutor 392,Proofs & Problem Solving,16
Tutor 392,Statistical Computing,39
Tutor 392,Statistical Computing,40
